Course,Link,Faculty,Institute
Natural Dyes,http://textofvideo.nptel.iitm.ac.in/video.php?courseId=116104044,Dr. Padma S Vankar,IIT Kanpur
Theory of Yarn Structures,http://textofvideo.nptel.iitm.ac.in/video.php?courseId=116102034,Prof. Bohuslav Neckar,IIT Delhi
