Course,Link,Faculty,Institute
Introduction to Atmospheric Science,http://textofvideo.nptel.iitm.ac.in/video.php?courseId=119106008,Prof. C. Balaji,IIT Madras
Radiation Heat Transfer,http://textofvideo.nptel.iitm.ac.in/video.php?courseId=119108004,Prof. J. Srinivasan,IISc Bangalore
The monsoon and its variability,http://textofvideo.nptel.iitm.ac.in/video.php?courseId=119108006,Sulochana Gadgil,IISc Bangalore
